Movie Title,Rating,Runtime,Genres,IMDB User Rating,Metascore Rating,Description,Number of Votes
"8.
Mulan
(1998)",G,87 min,"Animation, Adventure, Comedy",7.6,"71        
        ","To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process.","Votes:
301,672
| Gross:
$120.62M"
"11.
Thank You for Your Service
(I) (2017)",R,109 min,"Biography, Drama, War",6.6,"68        
        ","A group of U.S. soldiers returning from Iraq struggle to integrate back into family and civilian life, while living with the memory of a war that threatens to destroy them long after they've left the battlefield.","Votes:
14,880
| Gross:
$9.47M"
"12.
Hacksaw Ridge
(2016)",R,139 min,"Biography, Drama, History",8.1,"71        
        ","World War II American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot.","Votes:
555,890
| Gross:
$67.21M"
"13.
Born on the Fourth of July
(1989)",R,145 min,"Biography, Drama, War",7.2,"75        
        ","The biography of Ron Kovic. Paralyzed in the Vietnam war, he becomes an anti-war and pro-human rights political activist after feeling betrayed by the country for which he fought.","Votes:
112,076
| Gross:
$70.00M"
"15.
All Quiet on the Western Front
(2022)",R,148 min,"Action, Drama, War",7.8,"76        
        ",A young German soldier's terrifying experiences and distress on the western front during World War I.,"Votes:
212,846"
"16.
Apocalypse Now
(1979)",R,147 min,"Drama, Mystery, War",8.4,"94        
        ",A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,"Votes:
685,806
| Gross:
$83.47M"
"18.
Bridge of Spies
(2015)",PG-13,142 min,"Drama, History, Thriller",7.6,"81        
        ","During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.","Votes:
319,892
| Gross:
$72.31M"
"19.
Casablanca
(1942)",PG,102 min,"Drama, Romance, War",8.5,"100        
        ",A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.,"Votes:
586,875
| Gross:
$1.02M"
"20.
1917
(2019)",R,119 min,"Action, Drama, War",8.2,"78        
        ","April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.","Votes:
628,626
| Gross:
$159.23M"
"22.
Braveheart
(1995)",R,178 min,"Biography, Drama, History",8.3,"68        
        ",Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,"Votes:
1,060,325
| Gross:
$75.60M"
"23.
Gone with the Wind
(1939)",Passed,238 min,"Drama, Romance, War",8.2,"97        
        ",A sheltered and manipulative Southern belle and a roguish profiteer face off in a turbulent romance as the society around them crumbles with the end of slavery and is rebuilt during the Civil War and Reconstruction periods.,"Votes:
324,053
| Gross:
$198.68M"
"24.
Tropic Thunder
(2008)",R,107 min,"Action, Comedy, War",7.1,"71        
        ","Through a series of freak occurrences, a group of actors shooting a big-budget war movie are forced to become the soldiers they are portraying.","Votes:
431,629
| Gross:
$110.52M"
"25.
Black Hawk Down
(2001)",R,144 min,"Action, Drama, History",7.7,"74        
        ","The story of 160 elite U.S. soldiers who dropped into Mogadishu in October 1993 to capture two top lieutenants of a renegade warlord, but found themselves in a desperate battle with a large force of heavily armed Somalis.","Votes:
409,633
| Gross:
$108.64M"
"27.
Full Metal Jacket
(1987)",R,116 min,"Drama, War",8.3,"78        
        ",A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,"Votes:
763,072
| Gross:
$46.36M"
"28.
The Best Years of Our Lives
(1946)",Approved,170 min,"Drama, Romance, War",8.1,"93        
        ","Three World War II veterans, two of them traumatized or disabled, return home to the American midwest to discover that they and their families have been irreparably changed.","Votes:
67,635
| Gross:
$23.65M"
"30.
Unbroken
(I) (2014)",PG-13,137 min,"Action, Biography, Drama",7.2,"59        
        ","After a near-fatal plane crash in WWII, Olympian Louis Zamperini spends a harrowing 47 days in a raft with two fellow crewmen before he's caught by the Japanese navy and sent to a prisoner-of-war camp.","Votes:
175,719
| Gross:
$115.64M"
"31.
Wonder Woman
(2017)",PG-13,141 min,"Action, Adventure, Fantasy",7.4,"76        
        ","When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.","Votes:
678,456
| Gross:
$412.56M"
"32.
Pearl Harbor
(2001)",PG-13,183 min,"Action, Drama, History",6.2,"44        
        ",A tale of war and romance mixed in with history. The story follows two lifelong friends and a beautiful nurse who are caught up in the horror of an infamous Sunday morning in 1941.,"Votes:
342,529
| Gross:
$198.54M"
"33.
Fury
(2014)",R,134 min,"Action, Drama, War",7.6,"64        
        ","A grizzled tank commander makes tough decisions as he and his crew fight their way across Germany in April, 1945.","Votes:
516,526
| Gross:
$85.82M"
"34.
The Pianist
(2002)",R,150 min,"Biography, Drama, Music",8.5,"85        
        ",A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.,"Votes:
862,741
| Gross:
$32.57M"
"35.
The Imitation Game
(2014)",PG-13,114 min,"Biography, Drama, Thriller",8,"71        
        ","During World War II, the English mathematical genius Alan Turing tries to crack the German Enigma code with help from fellow mathematicians while attempting to come to terms with his troubled private life.","Votes:
793,329
| Gross:
$91.13M"
"36.
Malena
(2000)",R,108 min,"Drama, Romance, War",7.4,"54        
        ","Amidst the war climate, a teenage boy discovering himself becomes love-stricken by Malèna, a sensual woman living in a small, narrow-minded Italian town.","Votes:
107,494
| Gross:
$3.45M"
"37.
Kingdom of Heaven
(2005)",R,144 min,"Action, Adventure, Drama",7.2,"63        
        ","Balian of Ibelin travels to Jerusalem during the Crusades of the 12th century, and there he finds himself as the defender of the city and its people.","Votes:
298,393
| Gross:
$47.40M"
"38.
Greyhound
(2020)",PG-13,91 min,"Action, Drama, History",7,"64        
        ","Several months after the U.S. entry into World War II, an inexperienced U.S. Navy commander must lead an Allied convoy being stalked by a German submarine wolf pack.","Votes:
104,830"
"39.
Atonement
(2007)",R,123 min,"Drama, Mystery, Romance",7.8,"85        
        ",Thirteen-year-old fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.,"Votes:
289,081
| Gross:
$50.93M"
"40.
The Russians Are Coming the Russians Are Coming
(1966)",Unrated,126 min,"Comedy, War",7,"69        
        ","Without hostile intent, a Soviet submarine runs aground off New England. Men are sent for a boat, but many villagers go into a tizzy, risking bloodshed.","Votes:
9,480
| Gross:
$21.69M"
"41.
The Thin Red Line
(1998)",R,170 min,"Drama, History, War",7.6,"78        
        ","Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War.","Votes:
193,769
| Gross:
$36.40M"
"42.
Jojo Rabbit
(2019)",PG-13,108 min,"Comedy, Drama, War",7.9,"58        
        ",A young German boy in the Hitler Youth whose hero and imaginary friend is the country's dictator is shocked to discover that his mother is hiding a Jewish girl in their home.,"Votes:
414,207
| Gross:
$33.37M"
"43.
The King
(I) (2019)",R,140 min,"Biography, Drama, History",7.3,"62        
        ","Hal, wayward prince and heir to the English throne, is crowned King Henry V after his tyrannical father dies. Now the young king must navigate palace politics, the war his father left behind, and the emotional strings of his past life.","Votes:
140,182"
"44.
Life Is Beautiful
(1997)",PG-13,116 min,"Comedy, Drama, Romance",8.6,"59        
        ","When an open-minded Jewish waiter and his son become victims of the Holocaust, he uses a perfect mixture of will, humor and imagination to protect his son from the dangers around their camp.","Votes:
715,154
| Gross:
$57.60M"
"45.
13 Hours
(2016)",R,144 min,"Action, Drama, History",7.3,"48        
        ","During an attack on a U.S. compound in Libya, a security team struggles to make sense out of the chaos.","Votes:
151,822
| Gross:
$52.85M"
"46.
The Deer Hunter
(1978)",R,183 min,"Drama, War",8.1,"86        
        ",An in-depth examination of the ways in which the Vietnam War impacts and disrupts the lives of several friends in a small steel mill town in Pennsylvania.,"Votes:
348,422
| Gross:
$48.98M"
"47.
Legends of the Fall
(1994)",R,133 min,"Drama, Romance, War",7.5,"45        
        ","In the early 1900s, three brothers and their father living in the remote wilderness of Montana are affected by betrayal, history, love, nature, and war.","Votes:
174,476
| Gross:
$66.64M"
"48.
The Last of the Mohicans
(1992)",R,112 min,"Action, Adventure, Drama",7.7,"76        
        ",Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.,"Votes:
178,782
| Gross:
$75.51M"
"49.
12 Strong
(2018)",R,130 min,"Action, Drama, History",6.5,"54        
        ","12 Strong tells the story of the first Special Forces team deployed to Afghanistan after 9/11; under the leadership of a new captain, the team must work with an Afghan warlord to take down the Taliban.","Votes:
87,389
| Gross:
$45.82M"
"50.
Catch-22
(1970)",R,122 min,"Comedy, Drama, War",7.1,"70        
        ","A man is trying desperately to be certified insane during World War II, so he can stop flying missions.","Votes:
25,896
| Gross:
$24.91M"
"2.
Bone Tomahawk
(2015)",Not Rated,132 min,"Drama, Horror, Western",7.1,"72        
        ","In the dying days of the old west, an elderly sheriff and his posse set out to rescue their town's doctor from cannibalistic cave dwellers.","Votes:
109,083"
"3.
Django Unchained
(2012)",R,165 min,"Drama, Western",8.4,"81        
        ","With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation owner in Mississippi.","Votes:
1,612,279
| Gross:
$162.81M"
"4.
Tombstone
(1993)",R,130 min,"Biography, Drama, History",7.8,"50        
        ","A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating.","Votes:
157,412
| Gross:
$56.51M"
"5.
The Revenant
(I) (2015)",R,156 min,"Action, Adventure, Drama",8,"76        
        ",A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.,"Votes:
832,978
| Gross:
$183.64M"
"6.
The Ballad of Buster Scruggs
(2018)",R,133 min,"Comedy, Drama, Musical",7.3,"79        
        ","Six tales of life and violence in the Old West, following a singing gunslinger, a bank robber, a traveling impresario, an elderly prospector, a wagon train, and a perverse pair of bounty hunters.","Votes:
158,121"
"7.
The Hateful Eight
(2015)",R,168 min,"Crime, Drama, Mystery",7.8,"68        
        ","In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.","Votes:
628,224
| Gross:
$54.12M"
"8.
The Magnificent Seven
(2016)",PG-13,132 min,"Action, Adventure, Drama",6.9,"54        
        ",Seven gunmen from a variety of backgrounds are brought together by a vengeful young widow to protect her town from the private army of a destructive industrialist.,"Votes:
220,493
| Gross:
$93.43M"
"9.
The Good, the Bad and the Ugly
(1966)",Approved,178 min,"Adventure, Western",8.8,"90        
        ",A bounty hunting scam joins two men in an uneasy alliance against a third in a race to find a fortune in gold buried in a remote cemetery.,"Votes:
781,855
| Gross:
$6.10M"
"10.
Blazing Saddles
(1974)",R,93 min,"Comedy, Western",7.7,"73        
        ","In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary.","Votes:
145,944
| Gross:
$119.50M"
